Year,Neighborhood,Average home sale price ($),Median home sale price ($),Average cost per square foot ($),Days on market (avg.),Homes sold in 2016 (#),Condo sales (%),1-year median price change (2015-2016) (%),5-year median price change (2012-2016) (%),Distressed property sales (%),Year built (avg.),Adjusted population,"Adjusted population density (people per sq. mi., excluding parks and industrial tracts)",Median age,Median household income ($),Home ownership (%),Married (except separated) (%),Divorced (%),Widowed (%),Separated (%),Never Married (%),Population with bachelor degree as highest level of education (25 and older) (%),Population with graduate degree (25 and older) (%),Renters - median monthly housing expenses ($),People below federal poverty level (%),Unemployed (16 years and older) (%),English as only language (%),Percent of families with children under 18 years (%),Population in same house last year (%),Population in different county last year (%),Population in different state last year (%),Population moved from abroad last year (%),Aggravated assault,Arson,Burglary,Homicide,Larceny,Rape,Robbery,Vehicle thefts,Nonviolent crimes,Violent crimes,"Crimes per 1,000 residents",Parks and natural areas (Acres),Parks (% of neighborhood),Minutes by car to downtown (est.),Commute by public transit (%),Commute by bike (%),Commute by walking (%),Commute by biking and walking (%),Number of Max/streetcar lines,Number of TriMet bus lines,Number of transit lines (bus/MAX/streetcar),"Miles of bike routes (lanes, boulevards, multiuse paths)",Miles of bike routes (all) per square mile,Walk score
2017,ALAMEDA,"672,458","675,000",251,19,93,0,-2,34,1,1928,"5,536","9,277",41,"103,346",77.5,54.4,10.7,3.1,0.7,31.1,38.4,32.2,"1,452",7.2,5.2,94,51,87,0.5,4.1,0.8,X,X,X,X,X,X,X,X,X,X,X,0,0,14,8,13.2,3.6,16.8,0,3,3,0.7,1.2,62
2017,ARBOR LODGE,"438,535","430,000",222,20,123,2,9,60,4,1945,"6,909","7,961",36,"61,527",67,45.2,10.8,2.5,1.4,40,31.1,15.4,"1,213",14,6.2,85.3,48.5,85.6,2,3.8,0.2,X,X,X,X,X,X,X,X,X,X,X,10,2,13,18,10,3,13,1,4,5,6.3,7.2,73
2017,ARDENWALD-JOHNSON CREEK,"402,663","375,000",216,22,15,0,13,52,0,1958,"1,968","1,934",41,"85,156",80.5,61.1,11.3,4,1.1,22.5,28.3,26,"1,354",9.4,6.2,90.9,43.6,87.1,2.4,3.4,0.2,X,X,X,X,X,X,X,X,X,X,X,37,17,14,6.9,7,2.8,9.8,1,6,7,2.6,2.5,53
2017,ARGAY,"317,958","323,000",152,24,74,8,18,62,4,1968,"6,497","3,165",38,"44,116",42.5,31.3,19.8,4.5,6,38.4,10,4.7,832,30.9,12.1,74.4,50.8,63.8,10.7,4.5,1,X,X,X,X,X,X,X,X,X,X,X,59,5,18,7.4,0.2,16.6,16.7,0,5,5,5.9,2.9,47
2017,ARLINGTON HEIGHTS,"905,626","870,000",280,44,19,0,28,78,0,1966,"1,861","2,279",49,"111,803",73.5,56.3,10,6.1,0.3,27.4,44,39.8,975,3.8,2.1,88.8,31,83.1,1.7,6.5,1,X,X,X,X,X,X,X,X,X,X,X,329,63,12,6.9,5.7,7.9,13.5,2,4,6,1.3,1.6,29
2017,ARNOLD CREEK,"631,920","574,200",215,55,61,3,9,47,0,1983,"2,900","2,644",44,"117,117",90.7,59.9,10.5,3.8,0.7,25.1,35.8,30.9,"1,619",3.4,5.7,92.2,43.6,91.1,4.4,1.4,0.7,X,X,X,X,X,X,X,X,X,X,X,19,3,15,2.8,1.5,2.1,3.5,0,1,1,0.2,0.2,16
2017,ASHCREEK,"465,278","455,000",213,21,106,2,17,60,2,1978,"5,292","4,347",42,"87,196",80.5,53.1,13.2,4.4,1.5,27.9,31.1,27.4,"1,426",8.9,6.8,89.9,43,87.5,2.8,3.6,0.5,X,X,X,X,X,X,X,X,X,X,X,11,2,18,7.1,0.6,1.5,2.1,0,8,8,1.8,1.5,36
2017,BEAUMONT-WILSHIRE,"613,655","565,000",253,23,109,0,3,46,2,1939,"5,938","7,799",40,"94,530",83.8,53,10.8,3.9,1.7,30.6,35.4,30.3,"1,469",7.2,4.9,91.1,49.2,86.2,0.9,2.8,0.1,X,X,X,X,X,X,X,X,X,X,X,14,3,15,6.2,7.3,3.6,10.9,0,3,3,4.3,5.7,75
2017,BOISE,"514,829","499,000",246,20,35,3,10,60,0,1932,"4,233","9,895",34,"63,231",41.5,29.8,11,2.2,0.6,56.4,37.2,17.9,"1,107",18.6,5.9,89.2,48.5,74.4,2.2,7.3,1.7,X,X,X,X,X,X,X,X,X,X,X,5,2,11,12,19.3,4.7,24,1,6,7,2.2,5,90
2017,BRENTWOOD/ DARLINGTON,"289,899","285,000",202,28,351,2,16,97,9,1965,"13,064","7,455",36,"51,044",68.1,41.6,14.9,3.5,1.5,38.6,17.7,7.6,"1,079",19.7,12.2,72.3,53.5,83.6,3.9,2.8,0.1,X,X,X,X,X,X,X,X,X,X,X,48,4,19,11.4,3.9,0.7,4.5,0,4,4,6.1,3.5,54
2017,BRIDGETON,"293,195","269,450",182,36,22,14,7,43,0,1993,66,245,39,"58,731",72,50.8,14.4,3.7,3,28.1,14.3,8.7,"1,314",10.6,9.2,81.7,35.7,79.6,4.5,3.5,0,X,X,X,X,X,X,X,X,X,X,X,1,1,20,9.4,2.8,0.5,3.3,0,2,2,3.2,11.9,29
2017,BRIDLEMILE,"631,209","589,000",249,36,76,0,15,62,1,1969,"4,812","3,430",45,"92,711",71.9,57.8,12.7,5.2,2.1,22.2,33.3,42,972,9.5,8.1,87,47.6,86.7,3.8,1.8,1.3,X,X,X,X,X,X,X,X,X,X,X,32,4,15,3.9,2.4,2.9,5.3,0,6,6,2.3,1.7,38
2017,BROOKLYN,"464,595","450,000",220,25,71,0,17,78,0,1939,"7,273","4,237",38,"59,042",49,43.2,14,3.5,1.3,38,29.4,26,"1,021",14,5.7,91.3,47.8,81.6,3.6,5.6,0.8,X,X,X,X,X,X,X,X,X,X,X,67,6,11,12.4,13.8,5.2,18.9,1,8,9,4.7,2.7,78
2017,BUCKMAN,"523,012","530,750",262,22,40,25,11,59,3,1924,"7,810","6,769",33,"34,571",14.4,16.7,14.9,2.9,2.7,62.7,37.2,18.1,839,28.3,9.7,91.1,35.1,63.3,6,9.1,0.7,X,X,X,X,X,X,X,X,X,X,X,14,2,9,21.2,15,13.4,28.4,2,10,12,9.7,8.4,88
2017,CATHEDRAL PARK,"332,677","288,700",222,19,86,40,1,53,2,1967,"4,668","4,551",36,"45,888",55.5,38.4,12.7,4.4,3.2,41.4,27.7,15.8,917,20.1,8,79.2,46.2,83.2,1.5,3.8,0.7,X,X,X,X,X,X,X,X,X,X,X,64,10,18,11.3,2.3,3.1,5.4,0,5,5,2.3,2.3,76
2017,CENTENNIAL,"247,789","249,450",166,32,390,5,13,82,12,1968,"24,115","7,388",34,"39,821",57.9,43.8,12.6,6.5,3.2,33.9,9.3,2.9,940,30.5,12.5,65.4,54.3,82.4,3.5,1.7,1.1,X,X,X,X,X,X,X,X,X,X,X,80,4,25,9.5,1,1,2,0,3,3,7.3,2.2,49
2017,COLLINS VIEW,"480,886","427,000",221,52,40,0,5,59,10,1967,"1,306","1,503",30,"90,730",81.2,41.1,8.2,2.3,0.5,47.8,31.2,40.7,"1,446",10.4,8.4,87.9,36.8,76.3,3,11.9,1.2,X,X,X,X,X,X,X,X,X,X,X,2,0,13,4,1.5,16.2,17.7,0,4,4,1.6,1.8,20
2017,CONCORDIA,"484,272","459,900",236,16,195,2,9,46,2,1935,"9,557","7,205",39,"73,949",74.2,44.5,11.1,3.1,1.1,40.2,35.2,21.5,"1,305",10.3,7.2,88.4,42.6,83.3,1.7,4,0.9,X,X,X,X,X,X,X,X,X,X,X,27,3,19,9.2,8.5,2.6,11,0,4,4,4.4,3.3,74
2017,CRESTON-KENILWORTH,"426,514","425,000",233,16,99,8,11,78,4,1948,"8,199","10,216",33,"44,732",33,31.1,14.7,1.7,2,50.6,27.7,14.9,919,22.3,9.4,85.6,44.9,77.3,4.5,3.6,0.2,X,X,X,X,X,X,X,X,X,X,X,23,4,15,19.5,6.7,4.9,11.6,0,7,7,4.1,5.1,75
2017,CRESTWOOD,"466,343","417,500",219,49,28,0,18,69,0,1986,"1,478","4,379",42,"90,807",84,53.8,13.1,4.4,1.6,27.3,31.3,28.1,"1,497",8.9,6.8,90.2,43.8,88.4,2.1,3.5,0.6,X,X,X,X,X,X,X,X,X,X,X,55,25,16,7,0.5,1.4,1.9,0,5,5,0,0,49
2017,CULLY,"354,253","340,000",207,25,175,9,13,70,9,1956,"14,078","4,487",37,"42,181",47.4,32.8,18.1,3.2,3.9,41.9,15.4,7.4,834,31.3,11.7,68.2,53.7,74.4,6.8,3.4,0.8,X,X,X,X,X,X,X,X,X,X,X,57,3,16,11.2,4.2,11.2,15.4,0,4,4,6.5,2.1,55
2017,DOWNTOWN,"411,058","344,000",419,35,165,100,-2,31,4,1979,"10,839","11,498",38,"32,250",16.4,18,14.9,3.4,4.3,59.3,30.7,20.9,958,33.8,17.1,81.8,19.8,56.6,9,12.4,2.5,X,X,X,X,X,X,X,X,X,X,X,42,7,0,21.7,4.6,37.3,41.9,8,31,39,14.9,15.8,95
2017,EAST COLUMBIA,"391,966","325,000",190,39,19,0,17,97,11,1985,547,244,39,"58,607",71.8,50.6,14.5,3.7,3,28.2,14.2,8.7,"1,312",10.7,9.2,81.7,35.9,79.4,4.6,3.5,0,X,X,X,X,X,X,X,X,X,X,X,129,9,18,9.4,2.8,0.7,3.5,0,2,2,8.7,3.9,21
2017,EASTMORELAND,"738,905","734,835",247,37,78,0,10,51,1,1948,"6,547","5,894",38,"80,539",70.9,53.6,9.7,3.7,0.9,32.1,30,26.6,"1,351",11.4,6.9,91.7,42.6,80.2,2.9,6.4,0.5,X,X,X,X,X,X,X,X,X,X,X,17,2,12,8.7,6,9,14.9,1,5,6,2.6,2.3,50
2017,ELIOT,"447,296","407,450",255,41,41,51,-12,18,2,1974,"3,707","4,386",38,"44,370",24.9,21.2,14,6.2,2.7,55.9,29.2,19.5,963,27.3,10.7,90.8,42,73.1,4.2,6.7,0.7,X,X,X,X,X,X,X,X,X,X,X,8,1,9,15.9,12.6,13.1,25.7,3,7,10,7.4,8.8,83
2017,FAR SOUTHWEST,"447,387","425,000",193,37,35,0,1,26,3,1975,"1,982","3,329",46,"77,008",65.2,56.9,14.5,4.5,0.2,23.7,33.1,30.9,"1,260",5.5,7.6,88,37.7,82.1,7.5,3.7,0.9,X,X,X,X,X,X,X,X,X,X,X,12,3,15,4,0.4,3.4,3.8,0,6,6,2,3.4,39
2017,FOREST PARK,"916,638","839,500",226,106,28,0,3,41,7,1992,"3,147",172,45,"108,837",80.5,63.2,15.4,2.7,1.2,17.4,32,29.7,"1,496",7.3,4.9,89.6,43.8,88.2,3.9,2,0.1,X,X,X,X,X,X,X,X,X,X,X,"4,827",73,12,1.4,2.6,1,3.6,0,3,3,19.6,1.1,8
2017,FOSTER-POWELL,"358,281","358,200",223,23,147,1,21,94,4,1936,"7,600","8,541",38,"50,205",51.5,39.4,16.6,4.9,2.1,37,26.8,11.4,"1,047",15.7,6.5,83,47.1,80.4,2.7,3.4,0.2,X,X,X,X,X,X,X,X,X,X,X,7,1,18,11,8.7,2.3,11,0,6,6,1.7,1.9,79
2017,GLENFAIR,"273,340","274,900",158,58,31,0,19,67,19,1981,"3,318","10,456",31,"52,079",36.8,51.1,11,5.7,3.9,28.3,12.5,6.8,900,18.5,8,58.2,52.3,84.9,0.7,1.3,0,X,X,X,X,X,X,X,X,X,X,X,5,2,21,15.5,0.4,4.9,5.3,1,2,3,1.8,5.5,49
2017,GOOSE HOLLOW,"439,811","355,000",348,31,102,89,15,55,1,1979,"5,184","15,286",37,"54,035",27.4,28.7,12.3,2.9,1.3,54.9,33.8,31.2,951,22.8,6.8,89.1,24.5,68.6,4.3,10.7,1.6,X,X,X,X,X,X,X,X,X,X,X,3,1,5,15.4,6,23.1,29.1,2,10,12,1.2,3.7,92
2017,GRANT PARK,"755,399","680,500",254,36,52,0,12,38,4,1925,"4,003","8,773",40,"97,721",74.2,57.8,9,2.3,0.8,30.1,36.5,32.9,"1,575",5.2,4.2,92.2,49.2,85,0.4,4.1,0.4,X,X,X,X,X,X,X,X,X,X,X,20,7,13,7.2,10.3,4.7,15,0,3,3,2.3,5,81
2017,HAYDEN ISLAND,"261,786","260,000",198,70,79,67,8,93,5,1956,538,167,55,"46,371",85.7,34.6,26.6,11.1,3.6,24.1,22.7,14.2,905,11.4,6.6,91.3,19,91.8,1.3,2.2,0,X,X,X,X,X,X,X,X,X,X,X,2,0,23,4.7,1,6.8,7.8,0,1,1,1.6,0.5,29
2017,HAYHURST,"455,685","450,000",225,21,94,9,9,59,1,1944,"5,985","5,232",39,"70,950",59.3,49.4,14.2,7.5,1.3,27.8,32.3,27.3,"1,192",8,9.7,92.3,47.7,79.9,6.1,7,0.3,X,X,X,X,X,X,X,X,X,X,X,57,8,17,8.6,2.8,1.8,4.6,0,7,7,3.7,3.3,43
2017,HAZELWOOD,"268,902","267,500",166,28,356,12,16,73,8,1966,"24,761","6,052",37,"38,708",43.7,37.7,13.7,8.6,3,37,14.7,6.1,929,21.6,7.4,69,45.4,83.2,2.2,2.1,2,X,X,X,X,X,X,X,X,X,X,X,45,2,17,13.6,1.5,3.6,5.1,3,11,14,17.7,4.3,58
2017,HEALY HEIGHTS,"1,130,643","1,070,000",287,31,7,0,40,75,0,1961,219,"3,729",41,"100,318",58.6,54.2,4.9,4.3,0,36.5,35.3,43,"1,062",15.4,7.7,87,36.9,79.7,4.7,5.2,0.2,X,X,X,X,X,X,X,X,X,X,X,1,3,13,7.4,3.7,19.6,23.3,0,1,1,0,0,8
2017,HILLSDALE,"491,320","497,450",225,25,122,18,-1,36,2,1962,"7,612","4,065",42,"85,610",67.8,51.6,11.9,3.5,1,32,35.9,35.1,"1,057",10.2,6.8,90.9,42.9,82.2,3.4,4.4,0.6,X,X,X,X,X,X,X,X,X,X,X,68,6,11,10.6,3,6.3,9.3,0,16,16,8.6,4.6,52
2017,HILLSIDE,"952,096","801,000",379,40,74,49,19,57,1,1975,"1,267","1,823",47,"119,918",76.7,60.8,9.2,5.6,0.6,23.7,40.7,39.2,"1,217",4.5,3.1,85.6,37.5,85.6,2.9,4.6,0.8,X,X,X,X,X,X,X,X,X,X,X,127,29,12,5.3,4.3,5.5,9.8,0,4,4,1,1.4,45
2017,HOLLYWOOD,"590,680","600,000",262,11,21,14,24,48,0,1925,"2,028","8,565",40,"66,887",50.5,45.1,16.8,3.6,0.6,34,33.8,28.9,"1,073",11.5,7.2,88,49.6,78.4,1.9,4.7,0.1,X,X,X,X,X,X,X,X,X,X,X,0,0,10,12.7,10.1,4.1,14.2,3,4,7,2,8.4,91
2017,HOMESTEAD,"384,806","245,000",326,18,31,65,-22,-23,3,1958,"2,346","2,889",41,"94,321",59.1,51.8,5.4,3.4,1.1,38.3,38.4,42.1,"1,038",13.4,5.8,89.6,40.5,78,3.7,5.5,0.8,X,X,X,X,X,X,X,X,X,X,X,246,47,11,7,3.6,18,21.6,0,17,17,4,5,44
2017,HOSFORD-ABERNETHY,"584,522","589,500",253,21,91,12,20,55,2,1933,"8,400","6,458",36,"59,104",43.4,32.7,12.7,2.7,1.6,50.2,35.2,24.2,976,18.7,7.7,90.9,40.5,76.3,3,7.5,1,X,X,X,X,X,X,X,X,X,X,X,3,0,10,15.1,15.2,10.2,25.4,3,12,15,9,6.9,89
2017,HUMBOLDT,"516,646","499,500",244,31,70,9,16,61,0,1949,"4,689","8,529",35,"56,316",49.3,29.8,10.8,2.8,1.4,55.2,34.8,18.2,984,22.1,7.8,90.6,49.6,71.3,2.5,4,0.1,X,X,X,X,X,X,X,X,X,X,X,0,0,12,9.4,20.8,3.2,24,0,3,3,3.9,7.1,83
2017,IRVINGTON,"703,384","725,000",253,24,85,24,9,47,0,1928,"5,959","9,160",40,"85,054",58.2,45.4,12.2,3.3,1.1,38,31.2,36.6,"1,319",9,5.5,91.9,40.1,83.3,1,3.9,1,X,X,X,X,X,X,X,X,X,X,X,16,4,11,10.5,11.1,6.4,17.4,0,5,5,3.5,5.3,83
2017,KENTON,"376,555","374,500",231,23,169,1,18,82,3,1962,"7,677","2,235",38,"57,552",70.8,49.3,13.7,4.1,2.7,30.2,16.4,10.3,"1,205",13.1,8.8,81.3,37.8,82.1,3.6,3.5,0.1,X,X,X,X,X,X,X,X,X,X,X,120,5,21,9.7,3.8,1.3,5.1,1,5,6,13.8,4,68
2017,KERNS,"489,396","509,650",254,12,37,32,16,82,0,1939,"6,047","7,317",33,"43,783",22.3,22.8,12.2,2.3,2.3,60.4,39.4,18.8,919,21.4,8.1,91.1,45.9,65.9,5.4,4,0.5,X,X,X,X,X,X,X,X,X,X,X,18,3,12,25,11.5,10.3,21.8,6,10,16,4.3,5.2,87
